Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,23.215.135.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.155,1,584,3,1,1,1,265,54,194.66666666666666,3,0,3
52.114.74.43,10.184.237.176,0,901,7,6,4,5,277,54,81.9090909090909,11,7,4
10.184.237.176,64.233.188.155,1,393,6,1,4,3,60,54,56.142857142857146,7,2,5
10.184.237.176,52.109.120.3,1,42986,51,3,2,2,1514,54,826.6538461538462,52,18,34
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.155,1,2214,14,6,3,4,265,54,138.375,16,5,11
10.184.237.176,23.215.135.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.155,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,64.233.188.155,1,265,1,1,1,1,265,265,265,1,0,1
10.184.237.176,64.233.188.155,1,230,4,1,3,2,66,54,57.5,4,1,3
10.184.237.176,64.233.188.155,1,2443,18,6,4,5,265,54,122.15,20,6,14
10.184.237.176,23.215.135.49,1,54,1,1,1,1,54,54,54,1,0,1
64.233.188.155,10.184.237.176,1,120,2,1,1,1,60,60,60.0,2,0,2
10.184.237.176,64.233.188.155,1,163,3,1,3,1,55,54,54.333333333333336,3,0,3
64.233.188.155,10.184.237.176,0,1865,14,6,5,4,265,54,109.70588235294117,17,12,5
10.184.237.176,23.49.60.50,1,1222,4,4,2,2,714,54,203.66666666666666,6,2,4
10.184.237.176,23.49.60.50,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
13.107.6.171,10.184.237.176,0,175,3,0,2,2,60,55,58.333333333333336,3,1,2
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,1138,4,3,2,2,702,54,227.6,5,2,3
10.184.237.176,23.49.60.50,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
23.49.60.50,10.184.237.176,1,114,1,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
