Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,1,49787,105,3,3,2,1514,54,469.688679245283,106,52,54
10.184.237.176,108.177.97.155,1,265,1,1,1,1,265,265,265,1,0,1
10.184.237.176,52.230.84.217,0,1188,10,0,1,1,126,54,118.8,10,0,10
10.184.237.176,104.76.131.98,1,9890,18,3,2,2,1514,54,520.5263157894736,19,10,9
10.184.237.176,108.177.97.155,0,278,5,0,3,2,60,54,55.6,5,1,4
10.184.237.176,108.177.125.154,1,2022,11,5,3,3,265,54,155.53846153846155,13,3,10
10.184.237.176,108.177.125.154,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,52.109.120.3,1,54,1,1,1,1,54,54,54,1,0,1
108.177.125.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
52.109.120.3,10.184.237.176,1,633,3,1,2,2,507,60,211.0,3,1,2
10.184.237.176,52.109.120.3,0,114,2,0,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.125.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,52.230.84.0,1,8001,26,3,2,2,1514,54,296.3333333333333,27,10,17
10.184.237.176,108.177.125.154,1,319,2,1,1,1,265,54,159.5,2,0,2
52.230.84.0,10.184.237.176,1,366,5,1,2,2,132,54,73.2,5,1,4
108.177.125.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.125.154,1,168,3,1,2,2,60,54,56.0,3,1,2
103.102.166.224,10.184.237.176,1,191,3,1,2,2,77,54,63.666666666666664,3,1,2
151.101.1.69,10.184.237.176,1,199,3,1,2,2,85,54,66.33333333333333,3,1,2
103.102.166.224,10.184.237.176,0,184,2,0,1,1,92,92,92.0,2,0,2
151.101.1.69,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
151.101.1.69,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,45626,65,3,3,2,1514,54,691.3030303030303,66,27,39
104.76.131.98,10.184.237.176,1,199,3,1,2,2,85,54,66.33333333333333,3,1,2
10.184.237.176,108.177.125.154,1,2216,11,3,3,3,265,54,170.46153846153845,13,3,10
10.184.237.176,52.230.3.194,0,358,3,0,2,2,178,54,119.33333333333333,3,1,2
10.184.237.176,23.2.16.57,1,1154,4,3,2,2,712,54,230.8,5,2,3
10.184.237.176,23.2.16.57,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,10.128.128.126,1,8270,18,3,2,2,1514,54,435.2631578947368,19,10,9
10.184.237.176,23.2.16.57,1,1136,4,3,2,2,700,54,227.2,5,2,3
10.184.237.176,23.2.16.57,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,108.177.125.154,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,10.128.128.126,1,54,1,1,1,1,54,54,54,1,0,1
10.128.128.126,10.184.237.176,0,120,2,0,1,1,60,60,60.0,2,0,2
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
108.177.125.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.125.154,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.2.16.57,1,108,2,1,2,1,54,54,54.0,2,0,2
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,41852,56,3,3,2,1514,54,734.2456140350877,57,25,32
10.184.237.176,108.177.125.154,1,1756,13,7,3,3,265,54,117.06666666666666,15,5,10
10.184.237.176,52.109.124.5,1,54,1,1,1,1,54,54,54,1,0,1
52.109.124.5,10.184.237.176,1,929,3,1,2,2,803,60,309.6666666666667,3,1,2
10.184.237.176,52.109.124.5,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,108.177.125.154,1,108,2,1,1,1,54,54,54.0,2,0,2
108.177.125.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.125.154,1,319,2,1,1,1,265,54,159.5,2,0,2
10.184.237.176,108.177.125.154,1,54,1,1,1,1,54,54,54,1,0,1
108.177.125.154,10.184.237.176,1,120,2,1,1,1,60,60,60.0,2,0,2
10.184.237.176,108.177.125.154,1,319,2,1,2,1,265,54,159.5,2,0,2
10.184.237.176,211.36.85.142,0,330,0,5,2,1,66,66,66.0,5,0,5
10.184.237.176,108.177.125.154,1,1632,9,3,3,3,265,54,163.2,10,2,8
13.107.6.171,10.184.237.176,0,180,3,0,1,1,60,60,60.0,3,0,3
10.184.237.176,23.2.16.57,1,54,1,1,1,1,54,54,54,1,0,1
108.177.125.154,10.184.237.176,0,325,1,0,2,2,265,60,162.5,2,1,1
