Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,108.177.97.154,1,319,2,1,1,1,265,54,159.5,2,0,2
10.184.237.176,211.36.85.142,0,1122,0,17,6,1,66,66,66.0,17,0,17
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,44816,82,4,3,2,1514,54,533.5238095238094,84,37,47
108.177.97.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.154,1,373,3,1,2,1,265,54,124.33333333333333,3,0,3
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,42735,67,3,3,2,1514,54,628.4558823529413,68,30,38
10.184.237.176,108.177.97.154,1,2258,14,5,5,5,265,54,132.8235294117647,17,5,12
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,43412,58,3,3,2,1514,54,735.7966101694916,59,26,33
10.184.237.176,108.177.97.154,1,108,2,1,1,1,54,54,54.0,2,0,2
108.177.97.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.154,1,319,2,1,2,1,265,54,159.5,2,0,2
108.177.97.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.210.215.65,1,1160,4,3,2,2,718,54,232.0,5,2,3
10.184.237.176,108.177.97.154,1,319,2,1,2,1,265,54,159.5,2,0,2
10.184.237.176,23.210.215.65,1,108,2,1,1,1,54,54,54.0,2,0,2
23.210.215.65,10.184.237.176,1,1202,4,3,2,3,706,54,200.33333333333334,6,3,3
10.184.237.176,23.210.215.65,1,108,2,1,1,1,54,54,54.0,2,0,2
23.210.215.65,10.184.237.176,1,114,1,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
108.177.97.154,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.154,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.128.128.126,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.154,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,43460,59,3,3,2,1514,54,724.3333333333335,60,25,35
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,51.140.98.69,0,14130,21,2,2,2,1514,54,642.2727272727274,22,11,11
10.184.237.176,13.107.3.128,0,10505,20,2,2,2,1514,54,500.2380952380953,21,12,9
10.184.237.176,23.210.215.65,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,108.177.97.154,0,2059,14,5,5,5,265,54,121.11764705882354,17,5,12
10.184.237.176,23.210.215.65,1,108,2,1,2,1,54,54,54.0,2,0,2
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,52.151.59.184,1,8450,16,3,2,2,1514,54,497.05882352941177,17,8,9
52.151.59.184,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.151.59.184,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,52.151.59.184,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,52.114.74.43,1,38672,66,5,4,3,1514,54,568.7058823529412,68,26,42
