Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,74.125.204.156,1,2021,14,7,3,3,265,54,126.31249999999999,16,5,11
10.184.237.176,8.36.113.113,1,107,1,1,1,1,107,107,107,1,0,1
8.36.113.113,10.184.237.176,1,126,2,1,1,1,66,60,63.0,2,0,2
10.184.237.176,8.36.113.113,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,8.36.80.195,1,107,1,1,1,1,107,107,107,1,0,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.156,1,108,2,1,2,1,54,54,54.0,2,0,2
74.125.204.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
52.109.120.3,10.184.237.176,1,1317,4,1,2,2,1125,60,329.25,4,1,3
10.184.237.176,52.109.120.3,0,54,1,0,1,1,54,54,54,1,0,1
52.114.74.43,10.184.237.176,0,120,2,0,1,2,60,60,60.0,2,0,2
10.184.237.176,74.125.204.156,1,319,2,1,1,1,265,54,159.5,2,0,2
10.184.237.176,8.36.80.195,1,107,1,1,1,1,107,107,107,1,0,1
74.125.204.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.156,1,319,2,1,1,1,265,54,159.5,2,0,2
74.125.204.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.156,0,54,1,0,1,1,54,54,54,1,0,1
