Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,192.0.73.2,1,114,2,1,2,2,60,54,57.0,2,1,1
216.58.221.110,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
172.217.161.162,10.184.237.176,0,423,6,0,2,3,66,55,60.42857142857143,7,3,4
216.58.221.110,10.184.237.176,0,60,0,0,1,1,60,60,60,1,0,1
192.0.73.2,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
192.0.73.2,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,104.16.109.18,0,363,6,0,2,2,66,55,60.5,6,3,3
10.184.237.176,192.0.73.2,0,363,6,0,2,2,66,55,60.5,6,3,3
10.184.237.176,74.125.204.156,1,236,4,1,3,2,66,55,59.0,4,2,2
10.184.237.176,74.125.204.156,1,162,3,1,2,1,54,54,54.0,3,0,3
10.184.237.176,74.125.204.156,1,2161,11,3,2,3,265,54,180.08333333333334,12,3,9
10.184.237.176,74.125.204.156,1,108,2,1,1,1,54,54,54.0,2,0,2
74.125.204.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.156,1,168,3,1,2,2,60,54,56.0,3,1,2
74.125.204.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.156,0,1776,8,2,2,2,265,54,197.33333333333334,9,1,8
