Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,23.57.114.227,1,108,2,1,2,1,54,54,54.0,2,0,2
23.57.114.227,10.184.237.176,1,126,2,1,1,1,66,60,63.0,2,0,2
10.184.237.176,23.57.114.227,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,1292,6,4,2,2,718,54,184.57142857142858,7,3,4
10.184.237.176,104.116.243.9,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,104.116.243.9,1,1142,4,3,2,2,706,54,228.4,5,2,3
10.184.237.176,104.116.243.9,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.128.128.126,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,104.116.243.9,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,108.177.97.156,1,1836,9,3,2,2,265,54,183.6,10,2,8
10.184.237.176,104.116.243.9,1,108,2,1,2,1,54,54,54.0,2,0,2
10.184.237.176,108.177.97.156,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,108.177.97.156,1,265,1,1,1,1,265,265,265,1,0,1
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,168,3,1,2,2,60,54,56.0,3,1,2
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,104.116.243.9,0,54,1,0,1,1,54,54,54,1,0,1
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.156,0,1166,10,6,3,3,265,54,97.16666666666667,12,4,8
10.184.237.176,13.107.3.128,0,9171,27,2,2,2,1514,54,327.5357142857143,28,15,13
10.184.237.176,40.121.213.159,0,10498,22,2,2,2,1514,54,456.4347826086956,23,11,12
